DISA,Altitude,Mach,FRAC,power_kW,FuelFlow_kgph,JetThrust_N
0,3047.999902464003,0.05,0.7,610.957653648,223.791738538329,479.29401022818
0,3047.999902464003,0.05,0.8,698.2506728139999,244.101986776286,540.29641000398
0,3047.999902464003,0.05,0.9,785.5256149080001,266.2375505560192,600.9288913563599
0,3047.999902464003,0.05,1.0,872.8206370839999,289.2149638252745,661.99981151304
0,3047.999902464003,0.1,0.0,5.66136043,90.75265208001453,0.0
0,3047.999902464003,0.1,0.5,436.40758669,186.8736995222716,317.42939183424
0,3047.999902464003,0.1,0.6,523.694959382,204.7146528376123,370.81882766418
0,3047.999902464003,0.1,0.7,610.97313464,223.6219949687018,427.0716761207401
0,3047.999902464003,0.1,0.8,698.274576892,243.7874855663613,485.66137916142
0,3047.999902464003,0.1,0.9,785.5534809919999,265.7707955059421,544.21344136446
0,3047.999902464003,0.1,1.0,872.825190668,288.6899856229701,603.3054507522
0,3047.999902464003,0.15,0.0,6.686336828,90.98852108681848,0.0
0,3047.999902464003,0.15,0.5,436.413186912,186.7467165259911,271.20237753924
0,3047.999902464003,0.15,0.6,523.680980834,204.5676533081738,321.41959641372
