DISA,Altitude,Mach,FRAC,power_kW,FuelFlow_kgph,JetThrust_N
0,761.9999756160008,0.1,1.0,960.1157237144001,311.2178336862016,652.8159190850221
0,761.9999756160008,0.15,0.0,0.0,116.7023008723578,0.0
0,761.9999756160008,0.15,0.5,480.0617687338,217.2070280240407,301.24346289160206
0,761.9999756160008,0.15,0.6,576.0651068766001,234.688963284859,350.216183239692
0,761.9999756160008,0.15,0.7,672.0915342416001,253.4144120422752,402.96436011585604
0,761.9999756160008,0.15,0.8,768.0854067634001,272.3388588705434,458.05412670633
0,761.9999756160008,0.15,0.9,864.0998139796001,291.3426017668511,514.645416202302
0,761.9999756160008,0.15,1.0,960.1138199224001,310.7558192585503,574.7429421624661
0,761.9999756160008,0.2,0.0,0.0,117.5886527034383,0.0
0,761.9999756160008,0.2,0.5,480.04483975580007,216.8833178521274,239.77587538535403
0,761.9999756160008,0.2,0.6,576.0275422704,234.3700788822462,285.008868198054
0,761.9999756160008,0.2,0.7,672.0496130700001,253.1164152908464,334.16734309959
0,761.9999756160008,0.2,0.8,768.0566570424,271.9731876637939,385.99285372494
0,761.9999756160008,0.2,0.9,864.0802804172001,290.9214204118662,439.46010716038205
0,761.9999756160008,0.2,1.0,960.0769569292,310.3220735933049,496.36643027248203
0,761.9999756160008,0.25,0.0,1.4811452524000002,113.3153153903656,0.0
0,761.9999756160008,0.25,0.5,480.0328688430001,216.421788106686,178.11242919393
0,761.9999756160008,0.25,0.6,576.0444211918,233.9578917507031,219.767737343154
0,761.9999756160008,0.25,0.7,672.051816381,252.7472320094349,265.417030169214
0,761.9999756160008,0.25,0.8,768.0504967982,271.5414120726663,313.871817128562
0,761.9999756160008,0.25,0.9,864.0820832754001,290.4393599771387,364.13931957156603
0,761.9999756160008,0.25,1.0,960.0871750404,309.7397293216003,417.94546020288607
0,761.9999756160008,0.3,0.0,5.108907892,113.7149311940488,0.0
0,761.9999756160008,0.3,0.5,480.03882886080015,215.877935836433,116.34630251613602
